"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","493","test_cart_total_price_for_single_item","tests","Sun Jan 18 13:06:48 UTC 2026","passed","Sun Jan 18 13:06:49 UTC 2026","TestShoppingCart","test_cart","",""
"","338","test_locked_out_user","tests","Sun Jan 18 13:06:56 UTC 2026","passed","Sun Jan 18 13:06:56 UTC 2026","TestLogin","test_login","",""
"","399","test_sort_products_by_price_low_to_high","tests","Sun Jan 18 13:06:53 UTC 2026","passed","Sun Jan 18 13:06:53 UTC 2026","TestInventory","test_inventory","",""
"","636","test_checkout_complete_flow","tests","Sun Jan 18 13:06:50 UTC 2026","passed","Sun Jan 18 13:06:50 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","323","test_invalid_credentials","tests","Sun Jan 18 13:06:57 UTC 2026","passed","Sun Jan 18 13:06:57 UTC 2026","TestLogin","test_login","",""
"","606","test_checkout_without_first_name","tests","Sun Jan 18 13:06:51 UTC 2026","passed","Sun Jan 18 13:06:51 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","500","test_remove_item_from_cart","tests","Sun Jan 18 13:06:47 UTC 2026","passed","Sun Jan 18 13:06:48 UTC 2026","TestShoppingCart","test_cart","",""
"","413","test_cart_counter_increment_after_one_item","tests","Sun Jan 18 13:06:54 UTC 2026","passed","Sun Jan 18 13:06:54 UTC 2026","TestInventory","test_inventory","",""
"","361","test_successful_login","tests","Sun Jan 18 13:06:55 UTC 2026","passed","Sun Jan 18 13:06:56 UTC 2026","TestLogin","test_login","",""
"","1328","test_logout_burger_menu","tests","Sun Jan 18 13:06:57 UTC 2026","passed","Sun Jan 18 13:06:59 UTC 2026","","test_logout","",""
"","706","test_add_item_to_cart","tests","Sun Jan 18 13:06:46 UTC 2026","passed","Sun Jan 18 13:06:47 UTC 2026","TestShoppingCart","test_cart","",""
"","463","test_cart_icon_counter_for_two_items","tests","Sun Jan 18 13:06:54 UTC 2026","passed","Sun Jan 18 13:06:55 UTC 2026","TestInventory","test_inventory","",""
"","428","test_clear_cart","tests","Sun Jan 18 13:06:49 UTC 2026","passed","Sun Jan 18 13:06:49 UTC 2026","TestShoppingCart","test_cart","",""
"","607","test_check_total_sum","tests","Sun Jan 18 13:06:52 UTC 2026","passed","Sun Jan 18 13:06:52 UTC 2026","TestCheckoutFlow","test_checkout","",""
