"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","679","test_cart_badge_persistence_after_refresh","tests","Wed Jan 28 07:47:01 UTC 2026","passed","Wed Jan 28 07:47:02 UTC 2026","TestShoppingCart","test_cart","",""
"","548","test_remove_item_from_cart","tests","Wed Jan 28 07:46:57 UTC 2026","passed","Wed Jan 28 07:46:58 UTC 2026","TestShoppingCart","test_cart","",""
"","341","test_invalid_credentials","tests","Wed Jan 28 07:47:11 UTC 2026","passed","Wed Jan 28 07:47:11 UTC 2026","TestLogin","test_login","",""
"","326","test_locked_out_user","tests","Wed Jan 28 07:47:10 UTC 2026","passed","Wed Jan 28 07:47:11 UTC 2026","TestLogin","test_login","",""
"","356","test_successful_login","tests","Wed Jan 28 07:47:09 UTC 2026","passed","Wed Jan 28 07:47:10 UTC 2026","TestLogin","test_login","",""
"","484","test_prevent_adding_duplicate_product","tests","Wed Jan 28 07:47:02 UTC 2026","passed","Wed Jan 28 07:47:03 UTC 2026","TestShoppingCart","test_cart","",""
"","425","test_cart_counter_increment_after_one_item","tests","Wed Jan 28 07:47:07 UTC 2026","passed","Wed Jan 28 07:47:07 UTC 2026","TestInventory","test_inventory","",""
"","1320","test_logout_burger_menu","tests","Wed Jan 28 07:47:12 UTC 2026","passed","Wed Jan 28 07:47:13 UTC 2026","","test_logout","",""
"","411","test_sort_products_by_price_low_to_high","tests","Wed Jan 28 07:47:06 UTC 2026","passed","Wed Jan 28 07:47:06 UTC 2026","TestInventory","test_inventory","",""
"","438","test_open_backpack_details_from_inventory","tests","Wed Jan 28 07:47:09 UTC 2026","passed","Wed Jan 28 07:47:09 UTC 2026","TestInventoryItem","test_inventory_item_navigation","",""
"","653","test_check_total_sum","tests","Wed Jan 28 07:47:05 UTC 2026","passed","Wed Jan 28 07:47:06 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","642","test_checkout_without_first_name","tests","Wed Jan 28 07:47:04 UTC 2026","passed","Wed Jan 28 07:47:05 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","499","test_cart_total_price_for_single_item","tests","Wed Jan 28 07:46:58 UTC 2026","passed","Wed Jan 28 07:46:59 UTC 2026","TestShoppingCart","test_cart","",""
"","749","test_add_item_to_cart","tests","Wed Jan 28 07:46:56 UTC 2026","passed","Wed Jan 28 07:46:57 UTC 2026","TestShoppingCart","test_cart","",""
"","1391","test_logout_via_burger_menu","tests","Wed Jan 28 07:47:13 UTC 2026","passed","Wed Jan 28 07:47:15 UTC 2026","","test_logout","",""
"","475","test_cart_icon_counter_for_two_items","tests","Wed Jan 28 07:47:08 UTC 2026","passed","Wed Jan 28 07:47:08 UTC 2026","TestInventory","test_inventory","",""
"","462","test_clear_cart","tests","Wed Jan 28 07:46:59 UTC 2026","passed","Wed Jan 28 07:47:00 UTC 2026","TestShoppingCart","test_cart","",""
"","572","test_continue_shopping_keeps_cart_state","tests","Wed Jan 28 07:47:00 UTC 2026","passed","Wed Jan 28 07:47:01 UTC 2026","TestShoppingCart","test_cart","",""
"","660","test_checkout_complete_flow","tests","Wed Jan 28 07:47:03 UTC 2026","passed","Wed Jan 28 07:47:04 UTC 2026","TestCheckoutFlow","test_checkout","",""
