"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","367","test_successful_login","tests","Mon Jan 19 19:33:09 UTC 2026","passed","Mon Jan 19 19:33:09 UTC 2026","TestLogin","test_login","",""
"","409","test_sort_products_by_price_low_to_high","tests","Mon Jan 19 19:33:06 UTC 2026","passed","Mon Jan 19 19:33:07 UTC 2026","TestInventory","test_inventory","",""
"","334","test_invalid_credentials","tests","Mon Jan 19 19:33:10 UTC 2026","passed","Mon Jan 19 19:33:11 UTC 2026","TestLogin","test_login","",""
"","473","test_cart_icon_counter_for_two_items","tests","Mon Jan 19 19:33:08 UTC 2026","passed","Mon Jan 19 19:33:09 UTC 2026","TestInventory","test_inventory","",""
"","5474","test_checkout_complete_flow","tests","Mon Jan 19 19:32:49 UTC 2026","failed","Mon Jan 19 19:32:54 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","415","test_cart_counter_increment_after_one_item","tests","Mon Jan 19 19:33:07 UTC 2026","passed","Mon Jan 19 19:33:08 UTC 2026","TestInventory","test_inventory","",""
"","422","test_clear_cart","tests","Mon Jan 19 19:32:48 UTC 2026","passed","Mon Jan 19 19:32:48 UTC 2026","TestShoppingCart","test_cart","",""
"","1343","test_logout_burger_menu","tests","Mon Jan 19 19:33:11 UTC 2026","passed","Mon Jan 19 19:33:13 UTC 2026","","test_logout","",""
"","381","test_locked_out_user","tests","Mon Jan 19 19:33:10 UTC 2026","passed","Mon Jan 19 19:33:10 UTC 2026","TestLogin","test_login","",""
"","5467","test_check_total_sum","tests","Mon Jan 19 19:33:01 UTC 2026","failed","Mon Jan 19 19:33:06 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","5456","test_cart_total_price_for_single_item","tests","Mon Jan 19 19:32:42 UTC 2026","failed","Mon Jan 19 19:32:47 UTC 2026","TestShoppingCart","test_cart","",""
"","5493","test_checkout_without_first_name","tests","Mon Jan 19 19:32:55 UTC 2026","failed","Mon Jan 19 19:33:00 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","5476","test_remove_item_from_cart","tests","Mon Jan 19 19:32:36 UTC 2026","failed","Mon Jan 19 19:32:41 UTC 2026","TestShoppingCart","test_cart","",""
"","5918","test_add_item_to_cart","tests","Mon Jan 19 19:32:30 UTC 2026","failed","Mon Jan 19 19:32:36 UTC 2026","TestShoppingCart","test_cart","",""
