"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7780","test_cart_total_price_for_single_item","tests","Mon Jan 19 19:06:08 UTC 2026","failed","Mon Jan 19 19:06:16 UTC 2026","TestShoppingCart","test_cart","",""
"","5661","test_add_item_to_cart","tests","Mon Jan 19 19:05:56 UTC 2026","failed","Mon Jan 19 19:06:02 UTC 2026","TestShoppingCart","test_cart","",""
"","460","test_clear_cart","tests","Mon Jan 19 19:06:16 UTC 2026","passed","Mon Jan 19 19:06:17 UTC 2026","TestShoppingCart","test_cart","",""
"","419","test_sort_products_by_price_low_to_high","tests","Mon Jan 19 19:06:35 UTC 2026","passed","Mon Jan 19 19:06:36 UTC 2026","TestInventory","test_inventory","",""
"","365","test_locked_out_user","tests","Mon Jan 19 19:06:38 UTC 2026","passed","Mon Jan 19 19:06:39 UTC 2026","TestLogin","test_login","",""
"","5530","test_check_total_sum","tests","Mon Jan 19 19:06:29 UTC 2026","failed","Mon Jan 19 19:06:35 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","5490","test_remove_item_from_cart","tests","Mon Jan 19 19:06:02 UTC 2026","failed","Mon Jan 19 19:06:08 UTC 2026","TestShoppingCart","test_cart","",""
"","1357","test_logout_burger_menu","tests","Mon Jan 19 19:06:40 UTC 2026","passed","Mon Jan 19 19:06:41 UTC 2026","","test_logout","",""
"","479","test_cart_icon_counter_for_two_items","tests","Mon Jan 19 19:06:37 UTC 2026","passed","Mon Jan 19 19:06:37 UTC 2026","TestInventory","test_inventory","",""
"","5466","test_checkout_complete_flow","tests","Mon Jan 19 19:06:17 UTC 2026","failed","Mon Jan 19 19:06:23 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","388","test_successful_login","tests","Mon Jan 19 19:06:38 UTC 2026","passed","Mon Jan 19 19:06:38 UTC 2026","TestLogin","test_login","",""
"","5492","test_checkout_without_first_name","tests","Mon Jan 19 19:06:23 UTC 2026","failed","Mon Jan 19 19:06:29 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","344","test_invalid_credentials","tests","Mon Jan 19 19:06:39 UTC 2026","passed","Mon Jan 19 19:06:40 UTC 2026","TestLogin","test_login","",""
"","418","test_cart_counter_increment_after_one_item","tests","Mon Jan 19 19:06:36 UTC 2026","passed","Mon Jan 19 19:06:36 UTC 2026","TestInventory","test_inventory","",""
