"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","649","test_remove_item_from_cart","tests","Wed Jan 28 07:44:48 UTC 2026","passed","Wed Jan 28 07:44:48 UTC 2026","TestShoppingCart","test_cart","",""
"","791","test_cart_badge_persistence_after_refresh","tests","Wed Jan 28 07:44:52 UTC 2026","passed","Wed Jan 28 07:44:52 UTC 2026","TestShoppingCart","test_cart","",""
"","374","test_successful_login","tests","Wed Jan 28 07:45:00 UTC 2026","passed","Wed Jan 28 07:45:01 UTC 2026","TestLogin","test_login","",""
"","340","test_locked_out_user","tests","Wed Jan 28 07:45:01 UTC 2026","passed","Wed Jan 28 07:45:01 UTC 2026","TestLogin","test_login","",""
"","483","test_cart_icon_counter_for_two_items","tests","Wed Jan 28 07:44:58 UTC 2026","passed","Wed Jan 28 07:44:59 UTC 2026","TestInventory","test_inventory","",""
"","428","test_cart_counter_increment_after_one_item","tests","Wed Jan 28 07:44:58 UTC 2026","passed","Wed Jan 28 07:44:58 UTC 2026","TestInventory","test_inventory","",""
"","340","test_invalid_credentials","tests","Wed Jan 28 07:45:02 UTC 2026","passed","Wed Jan 28 07:45:02 UTC 2026","TestLogin","test_login","",""
"","626","test_checkout_without_first_name","tests","Wed Jan 28 07:44:55 UTC 2026","passed","Wed Jan 28 07:44:55 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","654","test_check_total_sum","tests","Wed Jan 28 07:44:56 UTC 2026","passed","Wed Jan 28 07:44:56 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","415","test_sort_products_by_price_low_to_high","tests","Wed Jan 28 07:44:57 UTC 2026","passed","Wed Jan 28 07:44:57 UTC 2026","TestInventory","test_inventory","",""
"","478","test_clear_cart","tests","Wed Jan 28 07:44:50 UTC 2026","passed","Wed Jan 28 07:44:50 UTC 2026","TestShoppingCart","test_cart","",""
"","525","test_prevent_adding_duplicate_product","tests","Wed Jan 28 07:44:53 UTC 2026","passed","Wed Jan 28 07:44:53 UTC 2026","TestShoppingCart","test_cart","",""
"","453","test_open_backpack_details_from_inventory","tests","Wed Jan 28 07:44:59 UTC 2026","passed","Wed Jan 28 07:45:00 UTC 2026","TestInventoryItem","test_inventory_item_navigation","",""
"","500","test_cart_total_price_for_single_item","tests","Wed Jan 28 07:44:49 UTC 2026","passed","Wed Jan 28 07:44:49 UTC 2026","TestShoppingCart","test_cart","",""
"","568","test_continue_shopping_keeps_cart_state","tests","Wed Jan 28 07:44:51 UTC 2026","passed","Wed Jan 28 07:44:51 UTC 2026","TestShoppingCart","test_cart","",""
"","582","test_add_item_to_cart","tests","Wed Jan 28 07:44:47 UTC 2026","passed","Wed Jan 28 07:44:47 UTC 2026","TestShoppingCart","test_cart","",""
"","1409","test_logout_via_burger_menu","tests","Wed Jan 28 07:45:04 UTC 2026","passed","Wed Jan 28 07:45:06 UTC 2026","","test_logout","",""
"","1324","test_logout_burger_menu","tests","Wed Jan 28 07:45:02 UTC 2026","passed","Wed Jan 28 07:45:04 UTC 2026","","test_logout","",""
"","685","test_checkout_complete_flow","tests","Wed Jan 28 07:44:54 UTC 2026","passed","Wed Jan 28 07:44:54 UTC 2026","TestCheckoutFlow","test_checkout","",""
