"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","712","test_checkout_complete_flow","tests","Wed Jan 14 21:25:36 UTC 2026","passed","Wed Jan 14 21:25:36 UTC 2026","","tests_ui","",""
"","350","test_login_invalid","tests","Wed Jan 14 21:25:32 UTC 2026","passed","Wed Jan 14 21:25:32 UTC 2026","","tests_ui","",""
"","453","test_sort_products_by_price_low_to_high","tests","Wed Jan 14 21:25:40 UTC 2026","passed","Wed Jan 14 21:25:40 UTC 2026","","tests_ui","",""
"","375","test_locked_out_user","tests","Wed Jan 14 21:25:31 UTC 2026","passed","Wed Jan 14 21:25:32 UTC 2026","","tests_ui","",""
"","509","test_clear_cart","tests","Wed Jan 14 21:25:39 UTC 2026","passed","Wed Jan 14 21:25:39 UTC 2026","","tests_ui","",""
"","453","test_cart_counter_increment","tests","Wed Jan 14 21:25:41 UTC 2026","passed","Wed Jan 14 21:25:41 UTC 2026","","tests_ui","",""
"","663","test_check_total_sum","tests","Wed Jan 14 21:25:38 UTC 2026","passed","Wed Jan 14 21:25:39 UTC 2026","","tests_ui","",""
"","681","test_checkout_without_first_name","tests","Wed Jan 14 21:25:37 UTC 2026","passed","Wed Jan 14 21:25:37 UTC 2026","","tests_ui","",""
"","516","test_cart_total_price_for_single_item","tests","Wed Jan 14 21:25:35 UTC 2026","passed","Wed Jan 14 21:25:35 UTC 2026","","tests_ui","",""
"","535","test_add_item_to_cart","tests","Wed Jan 14 21:25:33 UTC 2026","passed","Wed Jan 14 21:25:33 UTC 2026","","tests_ui","",""
"","564","test_remove_item_from_cart","tests","Wed Jan 14 21:25:34 UTC 2026","passed","Wed Jan 14 21:25:34 UTC 2026","","tests_ui","",""
"","485","test_login","tests","Wed Jan 14 21:25:30 UTC 2026","passed","Wed Jan 14 21:25:31 UTC 2026","","tests_ui","",""
