"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","343","test_locked_out_user","tests","Sat Jan 31 14:20:20 UTC 2026","passed","Sat Jan 31 14:20:21 UTC 2026","TestLogin","test_login","",""
"","586","test_remove_item_from_cart","tests","Sat Jan 31 14:20:07 UTC 2026","passed","Sat Jan 31 14:20:07 UTC 2026","TestShoppingCart","test_cart","",""
"","1396","test_logout_via_burger_menu","tests","Sat Jan 31 14:20:24 UTC 2026","passed","Sat Jan 31 14:20:25 UTC 2026","","test_logout","",""
"","494","test_prevent_adding_duplicate_product","tests","Sat Jan 31 14:20:11 UTC 2026","passed","Sat Jan 31 14:20:12 UTC 2026","TestShoppingCart","test_cart","",""
"","463","test_cart_icon_counter_for_two_items","tests","Sat Jan 31 14:20:18 UTC 2026","passed","Sat Jan 31 14:20:18 UTC 2026","TestInventory","test_inventory","",""
"","342","test_invalid_credentials","tests","Sat Jan 31 14:20:21 UTC 2026","passed","Sat Jan 31 14:20:22 UTC 2026","TestLogin","test_login","",""
"","545","test_add_item_to_cart","tests","Sat Jan 31 14:20:06 UTC 2026","passed","Sat Jan 31 14:20:06 UTC 2026","TestShoppingCart","test_cart","",""
"","662","test_checkout_complete_flow","tests","Sat Jan 31 14:20:13 UTC 2026","passed","Sat Jan 31 14:20:14 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","593","test_checkout_without_first_name","tests","Sat Jan 31 14:20:14 UTC 2026","passed","Sat Jan 31 14:20:15 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","1339","test_logout_burger_menu","tests","Sat Jan 31 14:20:22 UTC 2026","passed","Sat Jan 31 14:20:23 UTC 2026","","test_logout","",""
"","467","test_clear_cart","tests","Sat Jan 31 14:20:09 UTC 2026","passed","Sat Jan 31 14:20:09 UTC 2026","TestShoppingCart","test_cart","",""
"","646","test_cart_badge_persistence_after_refresh","tests","Sat Jan 31 14:20:10 UTC 2026","passed","Sat Jan 31 14:20:11 UTC 2026","TestShoppingCart","test_cart","",""
"","425","test_cart_counter_increment_after_one_item","tests","Sat Jan 31 14:20:17 UTC 2026","passed","Sat Jan 31 14:20:18 UTC 2026","TestInventory","test_inventory","",""
"","536","test_continue_shopping_keeps_cart_state","tests","Sat Jan 31 14:20:09 UTC 2026","passed","Sat Jan 31 14:20:10 UTC 2026","TestShoppingCart","test_cart","",""
"","486","test_cart_total_price_for_single_item","tests","Sat Jan 31 14:20:08 UTC 2026","passed","Sat Jan 31 14:20:08 UTC 2026","TestShoppingCart","test_cart","",""
"","622","test_check_total_sum","tests","Sat Jan 31 14:20:15 UTC 2026","passed","Sat Jan 31 14:20:16 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","432","test_sort_products_by_price_low_to_high","tests","Sat Jan 31 14:20:16 UTC 2026","passed","Sat Jan 31 14:20:17 UTC 2026","TestInventory","test_inventory","",""
"","596","test_product_detail_to_cart_and_back","tests","Sat Jan 31 14:20:12 UTC 2026","passed","Sat Jan 31 14:20:13 UTC 2026","TestShoppingCart","test_cart","",""
"","433","test_open_backpack_details_from_inventory","tests","Sat Jan 31 14:20:19 UTC 2026","passed","Sat Jan 31 14:20:19 UTC 2026","TestInventoryItem","test_inventory_item_navigation","",""
"","373","test_successful_login","tests","Sat Jan 31 14:20:20 UTC 2026","passed","Sat Jan 31 14:20:20 UTC 2026","TestLogin","test_login","",""
