"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1345","test_logout_burger_menu","tests","Fri Jan 16 07:48:09 UTC 2026","passed","Fri Jan 16 07:48:10 UTC 2026","","test_logout","",""
"","340","test_login_invalid","tests","Fri Jan 16 07:48:12 UTC 2026","passed","Fri Jan 16 07:48:12 UTC 2026","","tests_ui","",""
"","459","test_clear_cart","tests","Fri Jan 16 07:48:19 UTC 2026","passed","Fri Jan 16 07:48:19 UTC 2026","","tests_ui","",""
"","509","test_remove_item_from_cart","tests","Fri Jan 16 07:48:04 UTC 2026","passed","Fri Jan 16 07:48:05 UTC 2026","TestShoppingCart","test_cart","",""
"","403","test_sort_products_by_price_low_to_high","tests","Fri Jan 16 07:48:19 UTC 2026","passed","Fri Jan 16 07:48:20 UTC 2026","","tests_ui","",""
"","604","test_check_total_sum","tests","Fri Jan 16 07:48:18 UTC 2026","passed","Fri Jan 16 07:48:18 UTC 2026","","tests_ui","",""
"","624","test_checkout_without_first_name","tests","Fri Jan 16 07:48:17 UTC 2026","passed","Fri Jan 16 07:48:17 UTC 2026","","tests_ui","",""
"","1340","test_logout_burger_menu","tests","Fri Jan 16 07:48:21 UTC 2026","passed","Fri Jan 16 07:48:22 UTC 2026","","tests_ui","",""
"","370","test_successful_login","tests","Fri Jan 16 07:48:07 UTC 2026","passed","Fri Jan 16 07:48:07 UTC 2026","TestLogin","test_login","",""
"","418","test_cart_counter_increment","tests","Fri Jan 16 07:48:20 UTC 2026","passed","Fri Jan 16 07:48:21 UTC 2026","","tests_ui","",""
"","655","test_checkout_complete_flow","tests","Fri Jan 16 07:48:15 UTC 2026","passed","Fri Jan 16 07:48:16 UTC 2026","","tests_ui","",""
"","493","test_add_item_to_cart","tests","Fri Jan 16 07:48:13 UTC 2026","passed","Fri Jan 16 07:48:13 UTC 2026","","tests_ui","",""
"","483","test_cart_total_price_for_single_item","tests","Fri Jan 16 07:48:15 UTC 2026","passed","Fri Jan 16 07:48:15 UTC 2026","","tests_ui","",""
"","331","test_locked_out_user","tests","Fri Jan 16 07:48:11 UTC 2026","passed","Fri Jan 16 07:48:12 UTC 2026","","tests_ui","",""
"","376","test_login","tests","Fri Jan 16 07:48:11 UTC 2026","passed","Fri Jan 16 07:48:11 UTC 2026","","tests_ui","",""
"","457","test_cart_icon_counter_for_two_items","tests","Fri Jan 16 07:48:23 UTC 2026","passed","Fri Jan 16 07:48:23 UTC 2026","","tests_ui","",""
"","338","test_locked_out_user","tests","Fri Jan 16 07:48:07 UTC 2026","passed","Fri Jan 16 07:48:08 UTC 2026","TestLogin","test_login","",""
"","517","test_remove_item_from_cart","tests","Fri Jan 16 07:48:14 UTC 2026","passed","Fri Jan 16 07:48:14 UTC 2026","","tests_ui","",""
"","489","test_cart_total_price_for_single_item","tests","Fri Jan 16 07:48:05 UTC 2026","passed","Fri Jan 16 07:48:05 UTC 2026","TestShoppingCart","test_cart","",""
"","738","test_add_item_to_cart","tests","Fri Jan 16 07:48:03 UTC 2026","passed","Fri Jan 16 07:48:04 UTC 2026","TestShoppingCart","test_cart","",""
"","341","test_invalid_credentials","tests","Fri Jan 16 07:48:08 UTC 2026","passed","Fri Jan 16 07:48:08 UTC 2026","TestLogin","test_login","",""
"","428","test_clear_cart","tests","Fri Jan 16 07:48:06 UTC 2026","passed","Fri Jan 16 07:48:06 UTC 2026","TestShoppingCart","test_cart","",""
