"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5603","test_checkout_complete_flow","tests","Mon Jan 19 19:39:33 UTC 2026","failed","Mon Jan 19 19:39:39 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","534","test_cart_counter_increment_after_one_item","tests","Mon Jan 19 19:39:53 UTC 2026","passed","Mon Jan 19 19:39:53 UTC 2026","TestInventory","test_inventory","",""
"","5726","test_add_item_to_cart","tests","Mon Jan 19 19:39:14 UTC 2026","failed","Mon Jan 19 19:39:20 UTC 2026","TestShoppingCart","test_cart","",""
"","447","test_locked_out_user","tests","Mon Jan 19 19:39:55 UTC 2026","passed","Mon Jan 19 19:39:56 UTC 2026","TestLogin","test_login","",""
"","469","test_successful_login","tests","Mon Jan 19 19:39:54 UTC 2026","passed","Mon Jan 19 19:39:55 UTC 2026","TestLogin","test_login","",""
"","448","test_invalid_credentials","tests","Mon Jan 19 19:39:56 UTC 2026","passed","Mon Jan 19 19:39:57 UTC 2026","TestLogin","test_login","",""
"","5595","test_cart_total_price_for_single_item","tests","Mon Jan 19 19:39:26 UTC 2026","failed","Mon Jan 19 19:39:32 UTC 2026","TestShoppingCart","test_cart","",""
"","5601","test_remove_item_from_cart","tests","Mon Jan 19 19:39:20 UTC 2026","failed","Mon Jan 19 19:39:26 UTC 2026","TestShoppingCart","test_cart","",""
"","592","test_cart_icon_counter_for_two_items","tests","Mon Jan 19 19:39:53 UTC 2026","passed","Mon Jan 19 19:39:54 UTC 2026","TestInventory","test_inventory","",""
"","587","test_clear_cart","tests","Mon Jan 19 19:39:32 UTC 2026","passed","Mon Jan 19 19:39:33 UTC 2026","TestShoppingCart","test_cart","",""
"","516","test_sort_products_by_price_low_to_high","tests","Mon Jan 19 19:39:52 UTC 2026","passed","Mon Jan 19 19:39:52 UTC 2026","TestInventory","test_inventory","",""
"","5575","test_checkout_without_first_name","tests","Mon Jan 19 19:39:40 UTC 2026","failed","Mon Jan 19 19:39:45 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","1451","test_logout_burger_menu","tests","Mon Jan 19 19:39:57 UTC 2026","passed","Mon Jan 19 19:39:58 UTC 2026","","test_logout","",""
"","5575","test_check_total_sum","tests","Mon Jan 19 19:39:46 UTC 2026","failed","Mon Jan 19 19:39:51 UTC 2026","TestCheckoutFlow","test_checkout","",""
