"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","468","test_cart_counter_increment_after_one_item","tests","Mon Jan 26 15:15:49 UTC 2026","passed","Mon Jan 26 15:15:50 UTC 2026","TestInventory","test_inventory","",""
"","418","test_successful_login","tests","Mon Jan 26 15:15:53 UTC 2026","passed","Mon Jan 26 15:15:54 UTC 2026","TestLogin","test_login","",""
"","1768","test_open_backpack_details_from_inventory","tests","Mon Jan 26 15:15:51 UTC 2026","passed","Mon Jan 26 15:15:53 UTC 2026","TestInventoryItem","test_inventory_item_navigation","",""
"","599","test_continue_shopping_keeps_cart_state","tests","Mon Jan 26 15:15:41 UTC 2026","passed","Mon Jan 26 15:15:42 UTC 2026","TestShoppingCart","test_cart","",""
"","572","test_remove_item_from_cart","tests","Mon Jan 26 15:15:38 UTC 2026","passed","Mon Jan 26 15:15:39 UTC 2026","TestShoppingCart","test_cart","",""
"","700","test_add_item_to_cart","tests","Mon Jan 26 15:15:37 UTC 2026","passed","Mon Jan 26 15:15:38 UTC 2026","TestShoppingCart","test_cart","",""
"","576","test_cart_total_price_for_single_item","tests","Mon Jan 26 15:15:39 UTC 2026","passed","Mon Jan 26 15:15:40 UTC 2026","TestShoppingCart","test_cart","",""
"","1584","test_logout_via_burger_menu","tests","Mon Jan 26 15:15:58 UTC 2026","passed","Mon Jan 26 15:15:59 UTC 2026","","test_logout","",""
"","2055","test_cart_badge_persistence_after_refresh","tests","Mon Jan 26 15:15:42 UTC 2026","passed","Mon Jan 26 15:15:44 UTC 2026","TestShoppingCart","test_cart","",""
"","1451","test_logout_burger_menu","tests","Mon Jan 26 15:15:56 UTC 2026","passed","Mon Jan 26 15:15:57 UTC 2026","","test_logout","",""
"","507","test_clear_cart","tests","Mon Jan 26 15:15:40 UTC 2026","passed","Mon Jan 26 15:15:41 UTC 2026","TestShoppingCart","test_cart","",""
"","514","test_cart_icon_counter_for_two_items","tests","Mon Jan 26 15:15:50 UTC 2026","passed","Mon Jan 26 15:15:51 UTC 2026","TestInventory","test_inventory","",""
"","459","test_sort_products_by_price_low_to_high","tests","Mon Jan 26 15:15:48 UTC 2026","passed","Mon Jan 26 15:15:49 UTC 2026","TestInventory","test_inventory","",""
"","413","test_invalid_credentials","tests","Mon Jan 26 15:15:55 UTC 2026","passed","Mon Jan 26 15:15:55 UTC 2026","TestLogin","test_login","",""
"","675","test_checkout_without_first_name","tests","Mon Jan 26 15:15:46 UTC 2026","passed","Mon Jan 26 15:15:47 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","662","test_check_total_sum","tests","Mon Jan 26 15:15:47 UTC 2026","passed","Mon Jan 26 15:15:48 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","374","test_locked_out_user","tests","Mon Jan 26 15:15:54 UTC 2026","passed","Mon Jan 26 15:15:54 UTC 2026","TestLogin","test_login","",""
"","762","test_checkout_complete_flow","tests","Mon Jan 26 15:15:45 UTC 2026","passed","Mon Jan 26 15:15:46 UTC 2026","TestCheckoutFlow","test_checkout","",""
