"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","511","test_cart_total_price_for_single_item","tests","Thu Jan 22 07:31:03 UTC 2026","passed","Thu Jan 22 07:31:04 UTC 2026","TestShoppingCart","test_cart","",""
"","611","test_remove_item_from_cart","tests","Thu Jan 22 07:31:02 UTC 2026","passed","Thu Jan 22 07:31:03 UTC 2026","TestShoppingCart","test_cart","",""
"","359","test_invalid_credentials","tests","Thu Jan 22 07:31:14 UTC 2026","passed","Thu Jan 22 07:31:15 UTC 2026","TestLogin","test_login","",""
"","478","test_open_backpack_details_from_inventory","tests","Thu Jan 22 07:31:12 UTC 2026","passed","Thu Jan 22 07:31:12 UTC 2026","TestInventoryItem","test_inventory_item_navigation","",""
"","455","test_cart_counter_increment_after_one_item","tests","Thu Jan 22 07:31:10 UTC 2026","passed","Thu Jan 22 07:31:11 UTC 2026","TestInventory","test_inventory","",""
"","1456","test_logout_via_burger_menu","tests","Thu Jan 22 07:31:17 UTC 2026","passed","Thu Jan 22 07:31:18 UTC 2026","","test_logout","",""
"","499","test_cart_icon_counter_for_two_items","tests","Thu Jan 22 07:31:11 UTC 2026","passed","Thu Jan 22 07:31:11 UTC 2026","TestInventory","test_inventory","",""
"","677","test_add_item_to_cart","tests","Thu Jan 22 07:31:01 UTC 2026","passed","Thu Jan 22 07:31:02 UTC 2026","TestShoppingCart","test_cart","",""
"","489","test_clear_cart","tests","Thu Jan 22 07:31:04 UTC 2026","passed","Thu Jan 22 07:31:04 UTC 2026","TestShoppingCart","test_cart","",""
"","1377","test_logout_burger_menu","tests","Thu Jan 22 07:31:15 UTC 2026","passed","Thu Jan 22 07:31:17 UTC 2026","","test_logout","",""
"","704","test_checkout_complete_flow","tests","Thu Jan 22 07:31:06 UTC 2026","passed","Thu Jan 22 07:31:07 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","571","test_continue_shopping_keeps_cart_state","tests","Thu Jan 22 07:31:05 UTC 2026","passed","Thu Jan 22 07:31:05 UTC 2026","TestShoppingCart","test_cart","",""
"","441","test_sort_products_by_price_low_to_high","tests","Thu Jan 22 07:31:09 UTC 2026","passed","Thu Jan 22 07:31:10 UTC 2026","TestInventory","test_inventory","",""
"","362","test_locked_out_user","tests","Thu Jan 22 07:31:14 UTC 2026","passed","Thu Jan 22 07:31:14 UTC 2026","TestLogin","test_login","",""
"","702","test_check_total_sum","tests","Thu Jan 22 07:31:08 UTC 2026","passed","Thu Jan 22 07:31:09 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","388","test_successful_login","tests","Thu Jan 22 07:31:13 UTC 2026","passed","Thu Jan 22 07:31:13 UTC 2026","TestLogin","test_login","",""
"","665","test_checkout_without_first_name","tests","Thu Jan 22 07:31:07 UTC 2026","passed","Thu Jan 22 07:31:08 UTC 2026","TestCheckoutFlow","test_checkout","",""
