"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","539","test_continue_shopping_keeps_cart_state","tests","Sun May 03 13:25:01 UTC 2026","passed","Sun May 03 13:25:01 UTC 2026","TestShoppingCart","test_cart","",""
"","642","test_add_item_to_cart","tests","Sun May 03 13:24:57 UTC 2026","passed","Sun May 03 13:24:58 UTC 2026","TestShoppingCart","test_cart","",""
"","417","test_sort_products_by_price_low_to_high","tests","Sun May 03 13:25:09 UTC 2026","passed","Sun May 03 13:25:09 UTC 2026","TestInventory","test_inventory","",""
"","501","test_cart_total_price_for_single_item","tests","Sun May 03 13:24:59 UTC 2026","passed","Sun May 03 13:24:59 UTC 2026","TestShoppingCart","test_cart","",""
"","341","test_invalid_credentials","tests","Sun May 03 13:25:14 UTC 2026","passed","Sun May 03 13:25:14 UTC 2026","TestLogin","test_login","",""
"","608","test_checkout_without_first_name","tests","Sun May 03 13:25:06 UTC 2026","passed","Sun May 03 13:25:06 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","615","test_cancel_checkout_and_return_to_cart","tests","Sun May 03 13:25:08 UTC 2026","passed","Sun May 03 13:25:08 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","447","test_clear_cart","tests","Sun May 03 13:25:00 UTC 2026","passed","Sun May 03 13:25:00 UTC 2026","TestShoppingCart","test_cart","",""
"","591","test_product_detail_to_cart_and_back","tests","Sun May 03 13:25:04 UTC 2026","passed","Sun May 03 13:25:04 UTC 2026","TestShoppingCart","test_cart","",""
"","1369","test_logout_burger_menu","tests","Sun May 03 13:25:15 UTC 2026","passed","Sun May 03 13:25:16 UTC 2026","","test_logout","",""
"","691","test_cart_badge_persistence_after_refresh","tests","Sun May 03 13:25:02 UTC 2026","passed","Sun May 03 13:25:02 UTC 2026","TestShoppingCart","test_cart","",""
"","515","test_remove_item_from_cart","tests","Sun May 03 13:24:58 UTC 2026","passed","Sun May 03 13:24:59 UTC 2026","TestShoppingCart","test_cart","",""
"","381","test_successful_login","tests","Sun May 03 13:25:12 UTC 2026","passed","Sun May 03 13:25:12 UTC 2026","TestLogin","test_login","",""
"","1396","test_logout_via_burger_menu","tests","Sun May 03 13:25:17 UTC 2026","passed","Sun May 03 13:25:18 UTC 2026","","test_logout","",""
"","603","test_check_total_sum","tests","Sun May 03 13:25:07 UTC 2026","passed","Sun May 03 13:25:07 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","529","test_prevent_adding_duplicate_product","tests","Sun May 03 13:25:03 UTC 2026","passed","Sun May 03 13:25:03 UTC 2026","TestShoppingCart","test_cart","",""
"","336","test_locked_out_user","tests","Sun May 03 13:25:13 UTC 2026","passed","Sun May 03 13:25:13 UTC 2026","TestLogin","test_login","",""
"","471","test_cart_icon_counter_for_two_items","tests","Sun May 03 13:25:10 UTC 2026","passed","Sun May 03 13:25:11 UTC 2026","TestInventory","test_inventory","",""
"","661","test_checkout_complete_flow","tests","Sun May 03 13:25:05 UTC 2026","passed","Sun May 03 13:25:05 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","412","test_cart_counter_increment_after_one_item","tests","Sun May 03 13:25:09 UTC 2026","passed","Sun May 03 13:25:10 UTC 2026","TestInventory","test_inventory","",""
"","205","test_login_locked_out_user","tests","Sun May 03 13:25:14 UTC 2026","broken","Sun May 03 13:25:14 UTC 2026","TestLogin","test_login","",""
"","467","test_open_backpack_details_from_inventory","tests","Sun May 03 13:25:11 UTC 2026","passed","Sun May 03 13:25:12 UTC 2026","TestInventoryItem","test_inventory_item_navigation","",""
