"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","711","test_checkout_complete_flow","tests","Tue Jan 20 15:12:32 UTC 2026","passed","Tue Jan 20 15:12:33 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","336","test_locked_out_user","tests","Tue Jan 20 15:12:39 UTC 2026","passed","Tue Jan 20 15:12:39 UTC 2026","TestLogin","test_login","",""
"","423","test_sort_products_by_price_low_to_high","tests","Tue Jan 20 15:12:36 UTC 2026","passed","Tue Jan 20 15:12:36 UTC 2026","TestInventory","test_inventory","",""
"","449","test_cart_counter_increment_after_one_item","tests","Tue Jan 20 15:12:36 UTC 2026","passed","Tue Jan 20 15:12:37 UTC 2026","TestInventory","test_inventory","",""
"","577","test_add_item_to_cart","tests","Tue Jan 20 15:12:28 UTC 2026","passed","Tue Jan 20 15:12:28 UTC 2026","TestShoppingCart","test_cart","",""
"","563","test_remove_item_from_cart","tests","Tue Jan 20 15:12:29 UTC 2026","passed","Tue Jan 20 15:12:29 UTC 2026","TestShoppingCart","test_cart","",""
"","654","test_check_total_sum","tests","Tue Jan 20 15:12:35 UTC 2026","passed","Tue Jan 20 15:12:35 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","383","test_successful_login","tests","Tue Jan 20 15:12:38 UTC 2026","passed","Tue Jan 20 15:12:39 UTC 2026","TestLogin","test_login","",""
"","478","test_cart_icon_counter_for_two_items","tests","Tue Jan 20 15:12:37 UTC 2026","passed","Tue Jan 20 15:12:38 UTC 2026","TestInventory","test_inventory","",""
"","666","test_continue_shopping_keeps_cart_state","tests","Tue Jan 20 15:12:31 UTC 2026","passed","Tue Jan 20 15:12:32 UTC 2026","TestShoppingCart","test_cart","",""
"","1380","test_logout_burger_menu","tests","Tue Jan 20 15:12:40 UTC 2026","passed","Tue Jan 20 15:12:42 UTC 2026","","test_logout","",""
"","527","test_cart_total_price_for_single_item","tests","Tue Jan 20 15:12:29 UTC 2026","passed","Tue Jan 20 15:12:30 UTC 2026","TestShoppingCart","test_cart","",""
"","343","test_invalid_credentials","tests","Tue Jan 20 15:12:40 UTC 2026","passed","Tue Jan 20 15:12:40 UTC 2026","TestLogin","test_login","",""
"","486","test_clear_cart","tests","Tue Jan 20 15:12:30 UTC 2026","passed","Tue Jan 20 15:12:31 UTC 2026","TestShoppingCart","test_cart","",""
"","649","test_checkout_without_first_name","tests","Tue Jan 20 15:12:33 UTC 2026","passed","Tue Jan 20 15:12:34 UTC 2026","TestCheckoutFlow","test_checkout","",""
