"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","543","test_cart_total_price_for_single_item","tests","Wed Jan 21 17:36:00 UTC 2026","passed","Wed Jan 21 17:36:01 UTC 2026","TestShoppingCart","test_cart","",""
"","534","test_cart_icon_counter_for_two_items","tests","Wed Jan 21 17:36:08 UTC 2026","passed","Wed Jan 21 17:36:08 UTC 2026","TestInventory","test_inventory","",""
"","470","test_successful_login","tests","Wed Jan 21 17:36:10 UTC 2026","passed","Wed Jan 21 17:36:10 UTC 2026","TestLogin","test_login","",""
"","953","test_add_item_to_cart","tests","Wed Jan 21 17:35:58 UTC 2026","passed","Wed Jan 21 17:35:59 UTC 2026","TestShoppingCart","test_cart","",""
"","709","test_checkout_complete_flow","tests","Wed Jan 21 17:36:03 UTC 2026","passed","Wed Jan 21 17:36:04 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","583","test_remove_item_from_cart","tests","Wed Jan 21 17:35:59 UTC 2026","passed","Wed Jan 21 17:36:00 UTC 2026","TestShoppingCart","test_cart","",""
"","484","test_cart_counter_increment_after_one_item","tests","Wed Jan 21 17:36:07 UTC 2026","passed","Wed Jan 21 17:36:08 UTC 2026","TestInventory","test_inventory","",""
"","509","test_open_backpack_details_from_inventory","tests","Wed Jan 21 17:36:09 UTC 2026","passed","Wed Jan 21 17:36:09 UTC 2026","TestInventoryItem","test_inventory_item_navigation","",""
"","396","test_locked_out_user","tests","Wed Jan 21 17:36:10 UTC 2026","passed","Wed Jan 21 17:36:11 UTC 2026","TestLogin","test_login","",""
"","692","test_check_total_sum","tests","Wed Jan 21 17:36:05 UTC 2026","passed","Wed Jan 21 17:36:06 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","493","test_clear_cart","tests","Wed Jan 21 17:36:01 UTC 2026","passed","Wed Jan 21 17:36:02 UTC 2026","TestShoppingCart","test_cart","",""
"","610","test_continue_shopping_keeps_cart_state","tests","Wed Jan 21 17:36:02 UTC 2026","passed","Wed Jan 21 17:36:03 UTC 2026","TestShoppingCart","test_cart","",""
"","395","test_invalid_credentials","tests","Wed Jan 21 17:36:11 UTC 2026","passed","Wed Jan 21 17:36:12 UTC 2026","TestLogin","test_login","",""
"","1372","test_logout_burger_menu","tests","Wed Jan 21 17:36:12 UTC 2026","passed","Wed Jan 21 17:36:13 UTC 2026","","test_logout","",""
"","690","test_checkout_without_first_name","tests","Wed Jan 21 17:36:04 UTC 2026","passed","Wed Jan 21 17:36:05 UTC 2026","TestCheckoutFlow","test_checkout","",""
"","463","test_sort_products_by_price_low_to_high","tests","Wed Jan 21 17:36:06 UTC 2026","passed","Wed Jan 21 17:36:07 UTC 2026","TestInventory","test_inventory","",""
